Prescriber,Substancia,Quantidade
THE NORTHERN MEDICAL CENTRE,Atorvastatin,362
THE NORTHWICK SURGERY,Atorvastatin,645
THE NOTTING HILL MEDICAL CENTRE,Atorvastatin,214
THE NUNHEAD SURGERY,Atorvastatin,521
THE OAK TREE MEDICAL PRACTICE,Atorvastatin,391
THE OAKLAND MEDICAL CENTRE,Atorvastatin,591
THE OAKLEY HEALTH GROUP,Atorvastatin,1429
THE OAKLEY SURGERY,Amlodipine,272
THE OAKS - ENT,Fluticasone propionate (Nasal),2
THE OAKS - GYNAECOLOGY,Estradiol,7
THE OAKS - OPHTHALMICS,Nepafenac,3
THE OAKS - ORTHOPAEDICS,Flucloxacillin sodium,1
THE OAKS - UROLOGY,Ciprofloxacin,3
THE OAKS FAMILY PRACTICE,Atorvastatin,425
THE OAKS MEDICAL CENTRE,Atorvastatin,3012
THE OAKS PARTNERSHIP,Atorvastatin,605
THE OAKS-GENERAL SURGERY,Clarithromycin,2
THE OAKWOOD SURGERY,Atorvastatin,544
THE OLD CHURCH SURGERY,Atorvastatin,345
THE OLD COLE HOUSE PRACTICE,Omeprazole,421
THE OLD COURT HOUSE SURGERY,Atorvastatin,1610
THE OLD DAIRY HEALTH CENTRE,Atorvastatin,300
THE OLD DISPENSARY,Omeprazole,158
THE OLD LINKS SURGERY,Bisoprolol fumarate,281
THE OLD SCHOOL MEDICAL PRACTICE,Atorvastatin,646
THE OLD SCHOOL SURGERY,Atorvastatin,1853
THE OLD SURGERY,Atorvastatin,239
THE OM MEDICAL CENTRE,Atorvastatin,579
THE OM SURGERY,Atorvastatin,136
THE ORCHARD MED PRACTICE,Atorvastatin,1099
THE ORCHARD PARTNERSHIP,Atorvastatin,1299
THE ORCHARD PRACTICE,Atorvastatin,588
THE ORCHARD SURGERY,Atorvastatin,1065
THE ORDNANCE UNITY CENTRE FOR HEALTH,Atorvastatin,621
THE OSWALD ROAD MEDICAL SURGERY,Atorvastatin,645
THE OVAL PRACTICE,Atorvastatin,108
THE OVER-WYRE MED.CTR.,Atorvastatin,2084
THE PADDOCK SURGERY,Atorvastatin,653
THE PALL MALL SURGERY,Atorvastatin,1115
THE PALMS MEDICAL CENTRE,Atorvastatin,451
THE PANTON PRACTICE,Omeprazole,546
THE PARALLEL,Combined ethinylestradiol 20mcg,1
THE PARK MEDICAL CENTRE,Atorvastatin,765
THE PARK MEDICAL PRACTICE,Atorvastatin,2611
THE PARK PRACTICE,Atorvastatin,380
THE PARK SURGERY,Atorvastatin,2547
THE PARKS MEDICAL CENTRE (B HAINSWORTH),Atorvastatin,300
THE PARKS MEDICAL PRACTICE,Atorvastatin,1845
THE PASSAGE,Enteral nutrition,16
THE PATEL PRACTICE,Atorvastatin,304
THE PEARTREE PRACTICE,Omeprazole,1100
THE PEEL MEDICAL PRACTICE,Atorvastatin,1215
THE PEMBRIDGE VILLAS SURGERY,Atorvastatin,336
THE PENDLE MEDICAL PARTNERSHIP,Atorvastatin,1132
THE PENINSULA PRACTICE,Atorvastatin,837
THE PENRHYN SURGERY,Atorvastatin,420
THE PETWORTH SURGERY,Atorvastatin,711
THE PHOENIX PRACTICE,Atorvastatin,583
THE PINE MEDICAL CENTRE,Atorvastatin,372
THE PINES SURGERY,Atorvastatin,1227
THE PINN MEDICAL CENTRE,Atorvastatin,1336
THE PINN UNREGISTERED WIC,Amoxicillin,61
THE PINNER ROAD SURGERY,Atorvastatin,265
THE PITSHANGER LANE SURGERY,Atorvastatin,185
THE POOLWAY MEDICAL CENTRE,Atorvastatin,229
THE POPLARS MEDICAL PRACTICE,Atorvastatin,1023
THE PORTMILL SURGERY,Atorvastatin,939
THE PRACTICE ALBERT ROAD,Atorvastatin,618
THE PRACTICE AT 188,Atorvastatin,466
THE PRACTICE BEAUMONT LEYS,Atorvastatin,576
THE PRACTICE COLLEGE ROAD,Metformin hydrochloride,171
THE PRACTICE FELTHAM,Atorvastatin,440
THE PRACTICE HEART OF HOUNSLOW,Atorvastatin,756
THE PRACTICE LEECON WAY,Atorvastatin,332
THE PRACTICE NORTHUMBERLAND AVENUE,Atorvastatin,337
THE PRACTICE OPHTHALMOLOGY,Latanoprost,7
THE PRACTICE OPTHALMOLOGY CLINIC,Dorzolamide,5
THE PRACTICE SURGERIES LTD,Omeprazole,123
THE PRACTICE-SAYEED,Atorvastatin,402
THE PRINCE OF WALES SURGERY,Atorvastatin,542
THE PROJECT SURGERY,Atorvastatin,497
THE PULTENEY PRACTICE,Omeprazole,797
THE PUMP HOUSE SURGERY,Atorvastatin,767
THE QRP SURGERY,Colecalciferol,349
THE QUEENSWAY SURGERY,Atorvastatin,1333
THE RANDOLPH SURGERY,Atorvastatin,430
THE RANGE MEDICAL CENTRE,Atorvastatin,694
THE RANSOME PRACTICE,Influenza,1425
THE RAVENSCAR SURGERY,Atorvastatin,495
THE RED HOUSE GROUP,Atorvastatin,942
THE RED HOUSE SURGERY,Atorvastatin,896
THE RED PRACTICE WALTON,Atorvastatin,448
THE REDBRIDGE SURGERY,Atorvastatin,286
THE REDCLIFFE SURGERY,Atorvastatin,477
THE REDWELL MEDICAL CENTRE,Atorvastatin,1371
THE REGENTS PARK PRACTICE,Atorvastatin,321
THE REYNARD SURGERY,Levothyroxine sodium,635
THE RICE CENTRE,Memantine hydrochloride,34
THE RICHMOND HILL PRACTICE,Atorvastatin,1307
THE RIDGE MEDICAL PRACT.,Atorvastatin,2304
THE RIDGEWAY SURGERY,Atorvastatin,3329
THE RIDINGS MEDICAL GROUP,Atorvastatin,4607
THE RIGG-MILNER MEDICAL CENTRE,Atorvastatin,773
THE RISE GROUP PRACTICE,Atorvastatin,323
THE RIVER SURGERY,Atorvastatin,363
THE RIVERSIDE HEALTH CTR,Levothyroxine sodium,599
THE RIVERSIDE PRACTICE,Atorvastatin,214
THE ROBERT DARBISHIRE PRACTICE,Atorvastatin,910
"THE ROBINS SURGERY, HAROLD HILL HEALTH C",Atorvastatin,139
THE ROCKWELL AND WROSE PRACTICE,Atorvastatin,1017
THE ROEHAMPTON SURGERY,Influenza,870
THE ROOKERY MEDICAL CENTRE,Atorvastatin,1440
THE ROSE TREE PMS PRACTICE,Atorvastatin,1360
THE ROSEBERRY PRACTICE,Atorvastatin,883
THE ROSEMARY HEALTH CTR,Omeprazole,399
THE ROSEWOOD MEDICAL CENTRE,Atorvastatin,1037
THE ROSS PRACTICE,Atorvastatin,849
THE ROSSINGTON PRACTICE,Atorvastatin,974
THE ROTHBURY PRACTICE,Atorvastatin,508
THE ROUNDHAY ROAD SURGERY,Atorvastatin,543
THE ROXTON PRACTICE,Atorvastatin,3097
THE ROYAL MEWS SURGERY,Amlodipine,8
THE ROYAL WELL SURGERY,Atorvastatin,456
THE ROYTON & CROMPTON FAMILY PRACTICE,Atorvastatin,1874
THE RUDDINGTON MED CENTRE,Atorvastatin,435
THE RUIZ MEDICAL PRACTICE,Atorvastatin,339
THE RYAN MEDICAL CENTRE,Atorvastatin,1066
THE RYCOTE PRACTICE,Atorvastatin,616
THE SALTAIRE & WINDHILL MEDICAL P'SHIP,Atorvastatin,2823
THE SALTSCAR SURGERY,Atorvastatin,1054
THE SALUJA CLINIC,Atorvastatin,1730
THE SANDHURST GROUP PRACTICE,Atorvastatin,888
THE SANDRINGHAM PRACTICE,Chloramphenicol,1
THE SAXON SPIRES PRACTICE,Atorvastatin,1508
THE SCOTT PRACTICE,Atorvastatin,1713
THE SELE MEDICAL PRACTICE,Atorvastatin,774
THE SHAFTESBURY AVENUE SURGERY,Atorvastatin,1
THE SHAFTESBURY MEDICAL CENTRE,Atorvastatin,436
THE SHELDON MEDICAL CENTRE,Atorvastatin,119
THE SHIRLEY HEALTH PARTNERSHIP,Atorvastatin,630
THE SHREWSBURY CENTRE,Atorvastatin,2245
THE SHRUBBERIES MEDICAL CENTRE,Atorvastatin,292
THE SHRUBBERY SURGERY,Omeprazole,824
THE SIDES MEDICAL PRACTICE,Atorvastatin,1020
THE SIDINGS MEDICAL PRACTICE,Atorvastatin,1647
THE SIMPSON CENTRE,Atorvastatin,705
THE SINGH MEDICAL PRACTICE,Omeprazole,275
THE SKIN CLINIC,Isotretinoin,40
THE SLIEVE SURGERY,Atorvastatin,512
THE SMETHWICK MEDICAL CENTRE,Atorvastatin,776
THE SMITHY SURGERY,Atorvastatin,315
THE SNAITH AND RAWCLIFFE MEDICAL GROUP,Atorvastatin,1156
THE SOLLERSHOTT SURGERY,Atorvastatin,727
THE SOUTH LAMBETH RD PRACTICE,Atorvastatin,602
THE SOUTHALL MEDICAL CTR.,Atorvastatin,722
THE SPA SURGERY,Atorvastatin,819
THE SPALDING GP SURGERY,Atorvastatin,353
THE SPEEDWELL PRACTICE,Atorvastatin,535
THE SPINNEY MEDICAL CTR.,Lansoprazole,616
THE SPIRES HEALTH CENTRE,Atorvastatin,563
THE SPITALFIELDS PRACTICE,Atorvastatin,1101
THE SPRINGFIELD SURGERY (BINGLEY),Lansoprazole,473
THE ST.CLEMENTS SURGERY,Salbutamol,224
THE STANMORE MEDICAL CENTRE,Atorvastatin,1113
THE STATHAM GROVE SURGERY,Atorvastatin,370
THE STATION PRACTICE,Atorvastatin,1462
THE STAUNTON SURGERY,Omeprazole,634
"THE STOKE ROAD SURGERY,",Atorvastatin,826
THE STONEBRIDGE PRACTICE,Atorvastatin,555
THE STONEDEAN PRACTICE,Lansoprazole,298
THE STRAND MEDICAL CENTRE,Atorvastatin,773
THE STREATFIELD MEDICAL CENTRE,Colecalciferol,147
THE STREATHAM HILL GROUP PRACTICE,Atorvastatin,716
THE STREET LANE PRACTICE,Atorvastatin,751
THE STROUDLEY WLK HTH CTR,Atorvastatin,41
THE SUMMERHILL SURGERY,Colecalciferol,628
THE SUMMITT PRACTICE,Metformin hydrochloride,29
THE SUNFLOWER MEDICAL CENTRE,Atorvastatin,314
THE SURGERY,Atorvastatin,1482
THE SURGERY (BARRETTS GROVE),Atorvastatin,152
THE SURGERY (BROOKE ROAD),Atorvastatin,145
THE SURGERY (CRANWICH ROAD),Atorvastatin,139
THE SURGERY - 48 MULGRAVE ROAD,Atorvastatin,510
THE SURGERY @ AYLESTONE,Atorvastatin,331
THE SURGERY AT WHEATBRIDGE,Atorvastatin,1145
THE SURGERY CHORLEY,Lansoprazole,208
THE SURGERY CLIFTON ROAD,Atorvastatin,843
THE SURGERY KINGSTONE,Omeprazole,444
"THE SURGERY, DR DASGUPTA & PARTNERS",Atorvastatin,271
"THE SURGERY, DR MANGWANA & PARTNERS",Atorvastatin,290
THE SURGERY-181 CARSHALTON ROAD,Atorvastatin,525
THE SURGERY-OSBORNE ROAD,Atorvastatin,1087
THE SUTTON MANOR SURGERY,Atorvastatin,1003
THE SWAN MEDICAL CENTRE,Atorvastatin,415
THE SWAN PRACTICE,Atorvastatin,2325
THE SYMONDS GREEN HEALTH CENTRE,Atorvastatin,377
THE SYMONS MEDICAL CENTRE,Levothyroxine sodium,583
THE THORNTON PRACTICE,Atorvastatin,1236
THE THREE ZERO SIX MEDICAL CENTRE,Atorvastatin,241
THE TICKHILL & COLLIERY MEDICAL PRACTICE,Atorvastatin,1080
THE TOLLESBURY PRACTICE,Atorvastatin,443
THE TOWN CENTRE PRACTICE,Omeprazole,244
THE TOWN SURGERY,Atorvastatin,290
THE TRINITY MEDICAL CENTRE,Beclometasone dipropionate,4
THE TRINITY MEDICAL PRACTICE,Atorvastatin,519
THE TUDOR HOUSE MEDICAL CENTRE,Atorvastatin,349
THE TUKE CENTRE,Lisdexamfetamine dimesylate,94
THE UNICITY MEDICAL CENTRE,Sertraline hydrochloride,238
THE UNIV OF NOTTINGHAM HEALTH SERV,Sertraline hydrochloride,611
THE UPLANDS MEDICAL PRACTICE,Atorvastatin,642
THE UPPINGHAM SURGERY,Atorvastatin,2132
THE UPSTAIRS SURGERY,Atorvastatin,671
THE VALE PRACTICE,Atorvastatin,277
THE VALE SURGERY,Atorvastatin,1167
THE VALKYRIE SURGERY,Atorvastatin,1060
THE VALLANCE CENTRE,Atorvastatin,288
THE VALLEY MEDICAL CENTRE,Atorvastatin,932
THE VALLEYS MEDICAL PARTNERSHIP,Atorvastatin,1371
THE VAUXHALL SURGERY,Atorvastatin,319
THE VERWOOD SURGERY,Atorvastatin,656
THE VICARAGE LANE SURGERY,Atorvastatin,536
THE VICTORIA SURGERY,Atorvastatin,329
THE VILLA STREET MEDICAL CENTRE,Atorvastatin,338
THE VILLAGE GREEN SURGERY,Atorvastatin,1236
THE VILLAGE MEDICAL CENTRE,Atorvastatin,2440
THE VILLAGE MEDICAL CTR,Atorvastatin,434
THE VILLAGE MEDICAL CTR.,Atorvastatin,282
THE VILLAGE MEDICAL CTRE,Atorvastatin,237
THE VILLAGE PRACTICE,Atorvastatin,1133
THE VILLAGE SURGERIES CROSTON&ECCLESTON,Atorvastatin,563
THE VILLAGE SURGERIES GROUP,Atorvastatin,645
THE VILLAGE SURGERY,Atorvastatin,3571
THE VILLAGE SURGERY FORMBY,Atorvastatin,1033
THE VINE MEDICAL CENTRE,Atorvastatin,849
THE VINEYARD HILL ROAD SURGERY,Atorvastatin,143
THE VINEYARD SURGERY,Influenza,473
THE WALL HOUSE SURGERY,Atorvastatin,976
THE WAND MEDICAL CENTRE,Atorvastatin,331
THE WAPPING GROUP PRACTICE,Atorvastatin,832
THE WARREN PRACTICE,Atorvastatin,651
THE WATERCRESS MEDICAL GROUP,Atorvastatin,643
THE WATERFIELD PRACTICE,Atorvastatin,584
THE WATERFRONT SURGERY,Atorvastatin,553
THE WATERLOO PRACTICE,Atorvastatin,933
THE WEARDALE PRACTICE,Atorvastatin,1213
THE WEAVER VALE SURGERY,Atorvastatin,928
THE WEAVERHAM SURGERY,Atorvastatin,782
THE WEAVERS PRACTICE,Atorvastatin,1027
THE WELBY PRACTICE,Atorvastatin,854
THE WELLBRIDGE PRACTICE,Ramipril,563
THE WELLCOME PRACTICE,Atorvastatin,595
THE WELLINGTON PRACTICE,Atorvastatin,270
THE WELLS MEDICAL PRACTICE,Omeprazole,889
THE WELLSPRING SURGERY,Atorvastatin,1170
THE WEMBLEY PRACTICE,Atorvastatin,363
THE WESTBOURNE CENTRE,Co-codamol (Codeine phosphate/paracetamol),22
THE WESTBOURNE GREEN SURGERY,Atorvastatin,306
THE WESTGATE PRACTICE,Atorvastatin,1996
THE WESTWOOD SURGERY,Atorvastatin,588
THE WHITE HOUSE SURGERY,Atorvastatin,500
THE WHITEHORSE PRACTICE,Amlodipine,403
THE WHITEHOUSE CENTRE,Mirtazapine,103
THE WHITSWOOD PRACTICE,Atorvastatin,319
THE WICK HEALTH CENTRE,Atorvastatin,800
THE WILLASTON SURGERY,Atorvastatin,348
THE WILLESDEN MEDICAL CENTRE,Atorvastatin,838
THE WILLOW GROUP,Omeprazole,2734
THE WILLOWS MEDICAL CENTRE,Atorvastatin,474
THE WILLOWS MEDICAL CTR.,Lansoprazole,1024
THE WILLOWS MEDICAL PRACTICE,Omeprazole,272
THE WILLOWS PRACTICE,Atorvastatin,267
THE WILSDEN MEDICAL PRACTICE,Atorvastatin,1030
THE WINDMILL PRACTICE,Atorvastatin,811
THE WOLDS VIEW PRIMARY CARE CENTRE,Atorvastatin,423
THE WOODBERRY PRACTICE,Atorvastatin,603
THE WOODLAND MEDICAL PRACTICE,Atorvastatin,844
THE WOOTTONS SURGERY,Atorvastatin,485
THE WRAGBY SURGERY,Atorvastatin,457
THE WRITTLE SURGERY,Atorvastatin,1166
THE WRYTHE GREEN SURGERY,Atorvastatin,940
THE WYCLIFFE MEDICAL PRACTICE,Atorvastatin,708
THE YELLOW PRACTICE,Atorvastatin,310
THE YORK MEDICAL PRACTICE,Atorvastatin,462
THEALE MEDICAL CENTRE,Atorvastatin,1223
THEATRE ROYAL SURGERY,Atorvastatin,783
THEOBALD MEDICAL CENTRE,Atorvastatin,446
THGPCG SERVICE OOH,Amoxicillin,76
THIRD AVENUE HEALTH CENTRE,Atorvastatin,562
THIRD FLOOR LANARK ROAD MEDICAL CENTRE,Colecalciferol,206
THIRSK DOCTORS SURGERY,Levothyroxine sodium,722
THISTLEMOOR MEDICAL CENTRE,Atorvastatin,2026
THOMAS LINACRE MEDICAL,Prednisolone,29
THOMAS LINACRE SPECIALIST,Dexamethasone,8
THOMAS LINACRE SURGICAL,Nasal Products,53
THOMAS WALKER WESTGATE HEALTHCARE,Atorvastatin,1943
THORKHILL SURGERY,Atorvastatin,198
THORNABY & BARWICK MEDICAL GROUP,Atorvastatin,1889
THORNBROOK SURGERY,Atorvastatin,732
THORNBURY HEALTH CENTRE - BURNEY,Atorvastatin,580
THORNBURY MEDICAL PRACTICE,Atorvastatin,541
THORNBURY ROAD CENTRE FOR HEALTH,Atorvastatin,949
THORNDIKE PARTNERSHIP,Atorvastatin,1114
THORNE MOOR MEDICAL PRACTICE,Atorvastatin,1227
THORNELOE LODGE SURGERY,Atorvastatin,615
THORNFIELD MEDICAL GROUP,Atorvastatin,3879
THORNHILL LEES MEDICAL CENTRE,Atorvastatin,741
THORNHILLS MEDICAL PRACTICE,Atorvastatin,951
THORNLEY STREET SURGERY,Atorvastatin,508
THORNS ROAD SURGERY,Atorvastatin,305
THORNTON & DENHOLME MEDICAL PRACTICE,Atorvastatin,1058
THORNTON & VALLEY PARK SURGERY,Atorvastatin,559
THORNTON HEATH HEALTH CENTRE,Atorvastatin,390
THORNTON LODGE SURGERY,Atorvastatin,128
THORNTON MEDICAL CENTRE,Atorvastatin,606
THORNTON SURGERY,Atorvastatin,331
THORNTREE SURGERY,Atorvastatin,312
THORPE BAY & SHAFTESBURY AVE SURGERY,Atorvastatin,714
THORPE HESLEY SURGERY,Atorvastatin,567
THORPE ROAD,Levothyroxine sodium,585
THORPE SURGERY,Atorvastatin,846
THORPEWOOD MEDICAL GROUP,Lansoprazole,792
THREE CHEQUERS MEDICAL PRACTICE,Influenza,3715
THREE SHIRES MEDICAL PRACTICE,Atorvastatin,871
THREE SPIRES MEDICAL PRACTICE,Omeprazole,1725
THREE VALLEY HEALTHCARE,Methotrexate,9
THREE VILLAGES MEDICAL PRACTICE,Atorvastatin,836
THREEWAYS SURGERY,Atorvastatin,311
THROCKLEY PRIMARY CARE CENTRE,Atorvastatin,1104
THURLEIGH ROAD PRACTICE,Levothyroxine sodium,398
THURMASTON HEALTH CENTRE,Atorvastatin,818
THURROCK HEALTH CENTRE,Atorvastatin,582
THURROCK HEALTH HUBS,Methotrexate,198
THURSBY SURGERY,Atorvastatin,726
TIER 2 RHEUMATOLOGY SERVICE,Methotrexate,13
TIEVE TARA,Atorvastatin,660
TILBURY HEALTH CENTRE,Atorvastatin,1014
TILE HOUSE SURGERY,Atorvastatin,664
TILEHURST SURGERY PARTNERSHIP,Atorvastatin,1139
TILEHURST VILLAGE SURGERY,Atorvastatin,543
TIMPERLEY HEALTH CENTRE (WESTWOOD),Atorvastatin,480
TINKERS LANE SURGERY,Atorvastatin,894
TIPTREE MEDICAL CENTRE,Levothyroxine sodium,1323
TISBURY SURGERY,Atorvastatin,400
TISSUE VIABILITY,Wound Management & Other Dressings,133
TISSUE VIABILITY EAST,Lymphoedema Garments,3
TISSUE VIABILITY NURSING SERVICE,Lymphoedema Garments,18
TISSUE VIABILITY SERVICE,Arm Sling/Bandages,1
TITAN PCN,Diamorphine hydrochloride (Systemic),1
TIVERTON GP-LED MINOR INJURIES UNIT,Flucloxacillin sodium,62
TODDINGTON MEDICAL CENTRE,Atorvastatin,532
TODMORDEN GROUP PRACTICE,Atorvastatin,1287
TOFTWOOD MEDICAL CENTRE,Atorvastatin,566
TOGETHER DRUG & ALCOHOL SERVICE - EEM,Methadone hydrochloride,445
TOGETHER DRUG & ALCOHOL SERVICE - NORTH,Methadone hydrochloride,346
TOGETHER DRUG & ALCOHOL SERVICE - SOUTH,Methadone hydrochloride,281
TOGETHER FIRST,Amoxicillin,615
TOGETHER4HEALTHCARE LIMITED (DKA),Betamethasone valerate,1
TOLLERTON SURGERY,Levothyroxine sodium,292
TOLLGATE HEALTH CENTRE,Atorvastatin,592
TOLLGATE MEDICAL CENTRE,Atorvastatin,1277
TOLSEY SURGERY,Atorvastatin,352
TONBRIDGE MEDICAL GROUP,Atorvastatin,1336
TONG MEDICAL PRACTICE,Atorvastatin,719
TONGE FOLD HEALTH CENTRE,Atorvastatin,474
TOOTING BEC SURGERY,Combined ethinylestradiol 30mcg,22
TOOTING SOUTH MEDICAL CENTRE,Atorvastatin,826
TOPCLIFFE SURGERY,Atorvastatin,180
TOPSHAM SURGERY,Atorvastatin,1026
TORBAY AND SOUTHERN DHCT,Wound Management & Other Dressings,34
TORBAY NMP SPECIALIST,Flucloxacillin sodium,28
TORBAY PCT OUT OF HOURS,Morphine sulfate,13
TORCROSS MEDICAL CENTRE,Atorvastatin,181
TORKARD HILL MEDICAL CTRE,Atorvastatin,1946
TORQUAY CARE HOME VISITING SERVICE,Wound Management & Other Dressings,11
TORRIDON ROAD MEDICAL PRACTICE,Amlodipine,417
TORRINGTON HEALTH CENTRE,Atorvastatin,808
TORRINGTON PARK GROUP PRACTICE,Atorvastatin,570
TOTTENHAM HALE MEDICAL PRACTICE,Atorvastatin,89
TOTTENHAM HEALTH CENTRE,Atorvastatin,438
TOTTON EUPCS,Amoxicillin,26
TOWCESTER MEDICAL CENTRE,Atorvastatin,717
TOWER FAMILY HEALTHCARE,Atorvastatin,3728
TOWER HAMLETS EPCT,Skin Fillers And Protectives,10
TOWER HAMLETS SERVICE OOH,Amoxicillin,240
TOWER HILL PARTNERSHIP,Atorvastatin,2147
TOWER HOUSE PRACTICE,Omeprazole,1176
TOWER HOUSE SURGERY,Atorvastatin,1510
TOWN HALL SURGERY,Atorvastatin,319
TOWN MEDICAL CENTRE,Atorvastatin,318
TOWN SURGERY,Atorvastatin,246
TOWNFIELD DOCTORS SURGERY,Atorvastatin,1006
TOWNFIELD HEALTH CENTRE,Atorvastatin,447
TOWNHEAD SURGERY,Atorvastatin,1038
TOWNHILL MEDICAL PRACTICE,Atorvastatin,610
TOWNSEND HOUSE MEDICAL CENTRE,Atorvastatin,851
TOWNSEND MEDICAL CENTRE,Atorvastatin,378
TOWNSIDE SURGERY,Atorvastatin,441
TRAFALGAR MEDICAL GROUP PRACTICE,Omeprazole,1216
TRAFALGAR SURGERY,Atorvastatin,280
TRAFFORD DRUG SERVICE,Buprenorphine hydrochloride,2
TRAFFORD HEALTH CENTRE WIC,Flucloxacillin sodium,195
TRAFFORD MASTERCALL OOH,Amoxicillin,37
TRAMWAYS AND MIDDLEWOOD MEDICAL CENTRES,Atorvastatin,978
TRAMWAYS MEDICAL CENTRE (O'CONNELL),Atorvastatin,848
TREDEGAR PRACTICE,Atorvastatin,477
TREETON MEDICAL CENTRE,Lansoprazole,535
TREGENNA GROUP PRACTICE,Atorvastatin,854
TRENT MEADOWS,Atorvastatin,864
TRENT VALE MEDICAL PRACTICE,Atorvastatin,651
TRENT VALLEY SURGERY,Atorvastatin,685
TRENT VIEW MEDICAL PRACTICE,Atorvastatin,2074
TRENTHAM MEDICAL CENTRE,Atorvastatin,446
TRENTHAM MEWS MEDICAL CENTRE,Atorvastatin,274
TRENTSIDE MEDICAL GROUP,Atorvastatin,857
TRESCOBEAS SURGERY,Atorvastatin,1128
TRI-LINKS MEDICAL PRACTICE,Atorvastatin,503
TRIANGLE GROUP PRACTICE,Amlodipine,253
TRIANGLE SURGERY,Amlodipine,310
TRINITY & BOWTHORPE MEDICAL PRACTICE,Lansoprazole,634
TRINITY COURT SURGERY,Atorvastatin,1399
TRINITY HOSPICE,Morphine sulfate,24
TRINITY HOSPICE COMMUNITY,Oxycodone hydrochloride,5
TRINITY MEDICAL CENTRE,Atorvastatin,4951
TRINITY SURGERY,Atorvastatin,991
TRIVENI PMS,Atorvastatin,452
TROWBRIDGE HEALTH CENTRE,Omeprazole,1989
TROWBRIDGE PRACTICE,Atorvastatin,341
TRUMPINGTON STREET MEDICAL PRACTICE,Atorvastatin,422
TRUST PRIMARY CARE DERMATOLOGY,Emollients,158
TUDOR COURT,Enteral nutrition,7
TUDOR HOUSE MEDICAL PRACTICE,Atorvastatin,306
TUDOR LODGE HEALTH CENTRE,Atorvastatin,674
TUDOR LODGE SURGERY,Atorvastatin,945
TUDOR MEDICAL CENTRE,Atorvastatin,768
TUDOR PRACTICE STOCKLAND GREEN,Atorvastatin,227
TUDOR SURGERY,Atorvastatin,415
TUDOR WAY SURGERY,Atorvastatin,307
TULASI MEDICAL CENTRE,Atorvastatin,2725
TUNSTALL PRIMARY CARE CENTRE,Atorvastatin,1099
TURNER ROAD SURGERY,Atorvastatin,558
TURNING POINT (IMPACT),Methadone hydrochloride,747
TURNING POINT - H&CRS (CITY OF LONDON),Methadone hydrochloride,39
TURNING POINT - H&CRS (HACKNEY),Methadone hydrochloride,1044
TURNING POINT - HEREFORDSHIRE,Methadone hydrochloride,576
TURNING POINT CHIPPENHAM,Methadone hydrochloride,91
TURNING POINT LEICESTER CITY,Methadone hydrochloride,1349
TURNING POINT LEICESTERSHRE COUNTY,Methadone hydrochloride,1432
TURNING POINT MEDWAY,Methadone hydrochloride,465
TURNING POINT SALISBURY,Methadone hydrochloride,157
TURNING POINT SMITHFIELD SERVICE,Thiamine hydrochloride,20
TURNING POINT SOMERSET,Methadone hydrochloride,1175
TURNING POINT TROWBRIDGE,Methadone hydrochloride,353
TUTBURY HEALTH CENTRE,Atorvastatin,526
TUXFORD MEDICAL CENTRE,Atorvastatin,508
TVN MALTON,Wound Management & Other Dressings,4
TWICKENHAM PARK MEDICAL CENTRE,Atorvastatin,304
TWICKENHAM PARK SURGERY,Atorvastatin,331
TWIN OAKS MEDICAL CENTRE,Omeprazole,469
TWO RIVERS MEDICAL CENTRE,Atorvastatin,1542
TWYFORD SURGERY,Atorvastatin,1695
TYNEMOUTH MEDICAL PRACTICE,Atorvastatin,586
TYNTESFIELD MEDICAL GROUP,Atorvastatin,1879
UC24 - LIVERPOOL EXTENDED ACCESS SERVICE,Amoxicillin,94
"UCC, H&F CENTRES FOR HEALTH",Flucloxacillin sodium,60
UCC/GP - ROYAL STOKE OOH,Ondansetron hydrochloride,1
UCKFIELD HOSPITAL MINOR INJURIES UNIT,Flucloxacillin sodium,7
UEA MEDICAL CENTRE,Sertraline hydrochloride,380
UHMB COMMUNITY NMP,Wound Management & Other Dressings,971
UHSM COMMUNITY SERVICES,Lymphoedema Garments,39
ULLAH M,Atorvastatin,322
ULVERSTON COMMUNITY HEALTH CENTRE,Omeprazole,279
ULVERSTON HEALTH CENTRE (MURRAY),Atorvastatin,780
UNDERCLIFFE SURGERY,Atorvastatin,1000
UNDERWOOD SURGERY,Atorvastatin,401
UNIDENTIFIED DOCTORS,Amoxicillin,1408
UNION BRAE & NORHAM PRAC,Atorvastatin,817
UNITY HEALTH,Atorvastatin,1841
UNITY HEALTHCARE,Atorvastatin,1729
UNITY SURGERY,Lansoprazole,236
UNIV HOSP NORTH DURHAM OOH,Phenoxymethylpenicillin (Penicillin V),6
UNIVERSITY HEALTH CENTRE,Sertraline hydrochloride,195
UNIVERSITY HEALTH SERVICE,Sertraline hydrochloride,262
UNIVERSITY HEALTH SERVICE HEALTH CENTRE,Sertraline hydrochloride,549
UNIVERSITY MEDICAL CENTRE,Sertraline hydrochloride,265
UNIVERSITY MEDICAL GROUP,Atorvastatin,909
UNIVERSITY MEDICAL PRACTICE,Sertraline hydrochloride,273
UNIVERSITY OF SUSSEX HEALTH CENTRE,Sertraline hydrochloride,278
UNIVERSITY SOUTHGATE PRACTICE,Levothyroxine sodium,78
UNSCHEDULED CARE SERVICE,Amoxicillin,13
UNSWORTH GROUP PRACTICE,Atorvastatin,1209
UNSWORTH MEDICAL CENTRE,Atorvastatin,720
