Prescribers,Novo
THE LENNARD SURGERY,Sim
THE LEWISHAM CARE PARTNERSHIP,Sim
THE LEYS HEALTH CENTRE,Sim
THE LIGHTHOUSE CENTRE - EPUT,Sim
THE LIGHTHOUSE GROUP PRACTICE,Sim
THE LIGHTHOUSE MEDICAL PRACTICE,Sim
THE LILYVILLE SURGERY,Sim
THE LIMEHOUSE PRACTICE,Sim
THE LIMES MEDICAL CENTRE,Sim
THE LIMES MEDICAL PRACTICE,Sim
THE LIMES SURGERY,Sim
THE LIMES SURGERY MEDICAL CENTRE,Sim
THE LINDEN MEDICAL GROUP,Sim
THE LINDLEY GROUP PRACT.,Sim
THE LINDLEY VILLAGE SURG.,Sim
THE LIONWOOD MEDICAL PRACTICE,Sim
THE LISTER PRACTICE,Sim
THE LISTER PRIMARY CARE CENTRE,Sim
THE LISTER SURGERY,Sim
THE LONG BUCKBY PRACTICE,Sim
THE LONG MELFORD PRACTICE,Sim
THE LONSDALE MEDICAL CENTRE,Sim
THE LORDSHIP LANE SURGERY,Sim
THE LOUGHTON SURGERY,Sim
THE LYNDHURST SURGERY,Sim
THE LYNTON PRACTICE,Sim
THE LYNWOOD SURGERY,Sim
THE MACMILLAN SURGERY,Sim
THE MAGNA GROUP PRACTICE,Sim
THE MANDEVILLE PRACTICE,Sim
THE MANOR HOUSE SURGERY,Sim
THE MANOR PARK PRACTICE,Sim
THE MANOR PRACTICE,Sim
THE MANOR STREET SURGERY,Sim
THE MANOR SURGERY,Sim
THE MANSELL ROAD PRACTICE,Sim
THE MAPLES,Sim
THE MAPLES MEDICAL CENTRE,Sim
THE MARGARET THOMPSON MED CENTRE,Sim
THE MARINE & OAKRIDGE PARTNERSHIP,Sim
THE MARSHSIDE SURGERY,Sim
THE MASHARANI PRACTICE,Sim
THE MATHEWS PRACTICE BELGRAVE,Sim
THE MAYFLOWER MEDICAL PRACTICE,Sim
THE MEADOWS MEDICAL PRACTICE,Sim
THE MEADOWS SURGERY,Sim
THE MEADS MEDICAL PRACTICE,Sim
THE MEADS SURGERY,Sim
THE MEDIC CARE SURGERY,Sim
THE MEDICAL CENTRE,Sim
THE MEDICAL CENTRE (IRFAN),Sim
THE MEDICAL CENTRE BUNTINGFORD,Sim
THE MEDICAL CENTRE DR OKORIE,Sim
THE MEDICAL CENTRE GROUP,Sim
"THE MEDICAL CENTRE, DR JEFFERIES & PARTN",Sim
"THE MEDICAL CENTRE, DR KUKAR",Sim
"THE MEDICAL CENTRE, DRIFFIELD",Sim
THE MEDICAL GROUP,Sim
THE MEDICI MEDICAL PRACTICE,Sim
THE MERRYWOOD PRACTICE,Sim
THE MERTON MEDICAL PRACTICE,Sim
THE MICROFACULTY,Sim
THE MILL HILL SURGERY,Sim
THE MILL MEDICAL PRACTICE,Sim
THE MILLER PRACTICE,Sim
THE MILLWOOD PARTNERSHIP,Sim
THE MILTON SURGERY,Sim
THE MISBOURNE SURGERY,Sim
THE MISSION PRACTICE,Sim
THE MITCHAM MEDICAL CENTRE.,Sim
THE MITCHISON ROAD SURGERY,Sim
THE MOIR MEDICAL CENTRE,Sim
THE MOORCROFT MEDICAL CTR,Sim
THE MORTIMER MEDICAL PRAC,Sim
THE MOSS PRACTICE,Sim
THE MOSSLANDS MEDICAL PRACTICE,Sim
THE MOUNT VIEW PRACTICE,Sim
THE MOUNTFIELD SURGERY,Sim
THE MOUNTS MEDICAL CENTRE,Sim
THE MULLION & CONSTANTINE GROUP PRACTICE,Sim
THE MUSWELL HILL PRACTICE,Sim
THE MWH PRACTICE,Sim
THE NAYAR PRACTICE,Sim
THE NEAMAN PRACTICE,Sim
THE NELSON MEDICAL PRACTICE,Sim
THE NEVELLS ROAD SURGERY,Sim
THE NEVILLE FAMILY CENTRE,Sim
THE NEW CITY MEDICAL GROUP,Sim
THE NEW CONINGSBY SURGERY,Sim
THE NEW FOLLY SURGERY,Sim
THE NEW HALL LANE PRACTICE,Sim
THE NEW MEDICAL CENTRE,Sim
THE NEW MILL STREET SURGERY,Sim
THE NEW SEAHAM MEDICAL GROUP,Sim
THE NEW SERVICE OOH,Sim
THE NEW SPRINGWELLS PRACTICE,Sim
THE NEW SURGERY,Sim
THE NIGHTINGALE PRACTICE,Sim
THE NILE PRACTICE,Sim
THE NORTH LEEDS MEDICAL PRACTICE,Sim
THE NORTH LONDON HEALTH CENTRE,Sim
THE NORTHERN MEDICAL CENTRE,Sim
THE NORTHWICK SURGERY,Sim
THE NOTTING HILL MEDICAL CENTRE,Sim
THE NUNHEAD SURGERY,Sim
THE OAK TREE MEDICAL PRACTICE,Sim
THE OAKLAND MEDICAL CENTRE,Sim
THE OAKLEY HEALTH GROUP,Sim
THE OAKLEY SURGERY,Sim
THE OAKS - GYNAECOLOGY,Sim
THE OAKS - OPHTHALMICS,Sim
THE OAKS FAMILY PRACTICE,Sim
THE OAKS MEDICAL CENTRE,Sim
THE OAKS PARTNERSHIP,Sim
THE OAKS-GENERAL SURGERY,Sim
THE OAKWOOD SURGERY,Sim
THE OLD CHURCH SURGERY,Sim
THE OLD COLE HOUSE PRACTICE,Sim
THE OLD COURT HOUSE SURGERY,Sim
THE OLD DAIRY HEALTH CENTRE,Sim
THE OLD DISPENSARY,Sim
THE OLD LINKS SURGERY,Sim
THE OLD SCHOOL MEDICAL PRACTICE,Sim
THE OLD SCHOOL SURGERY,Sim
THE OLD SURGERY,Sim
THE OM MEDICAL CENTRE,Sim
THE OM SURGERY,Sim
THE ORCHARD MED PRACTICE,Sim
THE ORCHARD PARTNERSHIP,Sim
THE ORCHARD PRACTICE,Sim
THE ORCHARD SURGERY,Sim
THE ORDNANCE UNITY CENTRE FOR HEALTH,Sim
THE OSWALD ROAD MEDICAL SURGERY,Sim
THE OVAL PRACTICE,Sim
THE OVER-WYRE MED.CTR.,Sim
THE PADDOCK SURGERY,Sim
THE PALL MALL SURGERY,Sim
THE PALMS MEDICAL CENTRE,Sim
THE PANTON PRACTICE,Sim
THE PARK MEDICAL CENTRE,Sim
THE PARK MEDICAL PRACTICE,Sim
THE PARK PRACTICE,Sim
THE PARK SURGERY,Sim
THE PARKS MEDICAL CENTRE (B HAINSWORTH),Sim
THE PARKS MEDICAL PRACTICE,Sim
THE PASSAGE,Sim
THE PATEL PRACTICE,Sim
THE PEARTREE PRACTICE,Sim
THE PEEL MEDICAL PRACTICE,Sim
THE PEMBRIDGE VILLAS SURGERY,Sim
THE PENDLE MEDICAL PARTNERSHIP,Sim
THE PENINSULA PRACTICE,Sim
THE PENRHYN SURGERY,Sim
THE PETWORTH SURGERY,Sim
THE PHOENIX PRACTICE,Sim
THE PINE MEDICAL CENTRE,Sim
THE PINES SURGERY,Sim
THE PINN MEDICAL CENTRE,Sim
THE PINN UNREGISTERED WIC,Sim
THE PINNER ROAD SURGERY,Sim
THE PITSHANGER LANE SURGERY,Sim
THE POOLWAY MEDICAL CENTRE,Sim
THE POPLARS MEDICAL PRACTICE,Sim
THE PORTMILL SURGERY,Sim
THE PRACTICE ALBERT ROAD,Sim
THE PRACTICE AT 188,Sim
THE PRACTICE BEAUMONT LEYS,Sim
THE PRACTICE COLLEGE ROAD,Sim
THE PRACTICE FELTHAM,Sim
THE PRACTICE HEART OF HOUNSLOW,Sim
THE PRACTICE LEECON WAY,Sim
THE PRACTICE NORTHUMBERLAND AVENUE,Sim
THE PRACTICE OPHTHALMOLOGY,Sim
THE PRACTICE OPTHALMOLOGY CLINIC,Sim
THE PRACTICE SURGERIES LTD,Sim
THE PRACTICE-SAYEED,Sim
THE PRINCE OF WALES SURGERY,Sim
THE PROJECT SURGERY,Sim
THE PULTENEY PRACTICE,Sim
THE PUMP HOUSE SURGERY,Sim
THE QRP SURGERY,Sim
THE QUEENSWAY SURGERY,Sim
THE RANDOLPH SURGERY,Sim
THE RANGE MEDICAL CENTRE,Sim
THE RANSOME PRACTICE,Sim
THE RAVENSCAR SURGERY,Sim
THE RED HOUSE GROUP,Sim
THE RED HOUSE SURGERY,Sim
THE RED PRACTICE WALTON,Sim
THE REDBRIDGE SURGERY,Sim
THE REDCLIFFE SURGERY,Sim
THE REDWELL MEDICAL CENTRE,Sim
THE REGENTS PARK PRACTICE,Sim
THE REYNARD SURGERY,Sim
THE RICHMOND HILL PRACTICE,Sim
THE RIDGE MEDICAL PRACT.,Sim
THE RIDGEWAY SURGERY,Sim
THE RIDINGS MEDICAL GROUP,Sim
THE RIGG-MILNER MEDICAL CENTRE,Sim
THE RISE GROUP PRACTICE,Sim
THE RIVER SURGERY,Sim
THE RIVERSIDE HEALTH CTR,Sim
THE RIVERSIDE PRACTICE,Sim
THE ROBERT DARBISHIRE PRACTICE,Sim
"THE ROBINS SURGERY, HAROLD HILL HEALTH C",Sim
THE ROCKWELL AND WROSE PRACTICE,Sim
THE ROEHAMPTON SURGERY,Sim
THE ROOKERY MEDICAL CENTRE,Sim
THE ROSE TREE PMS PRACTICE,Sim
THE ROSEBERRY PRACTICE,Sim
THE ROSEMARY HEALTH CTR,Sim
THE ROSEWOOD MEDICAL CENTRE,Sim
THE ROSS PRACTICE,Sim
THE ROSSINGTON PRACTICE,Sim
THE ROTHBURY PRACTICE,Sim
THE ROUNDHAY ROAD SURGERY,Sim
THE ROXTON PRACTICE,Sim
THE ROYAL MEWS SURGERY,Sim
THE ROYAL WELL SURGERY,Sim
THE ROYTON & CROMPTON FAMILY PRACTICE,Sim
THE RUDDINGTON MED CENTRE,Sim
THE RUIZ MEDICAL PRACTICE,Sim
THE RYAN MEDICAL CENTRE,Sim
THE RYCOTE PRACTICE,Sim
THE SALTAIRE & WINDHILL MEDICAL P'SHIP,Sim
THE SALTSCAR SURGERY,Sim
THE SALUJA CLINIC,Sim
THE SANDHURST GROUP PRACTICE,Sim
THE SAXON SPIRES PRACTICE,Sim
THE SCOTT PRACTICE,Sim
THE SELE MEDICAL PRACTICE,Sim
THE SHAFTESBURY AVENUE SURGERY,Sim
THE SHAFTESBURY MEDICAL CENTRE,Sim
THE SHELDON MEDICAL CENTRE,Sim
THE SHIRLEY HEALTH PARTNERSHIP,Sim
THE SHREWSBURY CENTRE,Sim
THE SHRUBBERIES MEDICAL CENTRE,Sim
THE SHRUBBERY SURGERY,Sim
THE SIDES MEDICAL PRACTICE,Sim
THE SIDINGS MEDICAL PRACTICE,Sim
THE SIMPSON CENTRE,Sim
THE SINGH MEDICAL PRACTICE,Sim
THE SLIEVE SURGERY,Sim
THE SMETHWICK MEDICAL CENTRE,Sim
THE SMITHY SURGERY,Sim
THE SNAITH AND RAWCLIFFE MEDICAL GROUP,Sim
THE SOLLERSHOTT SURGERY,Sim
THE SOUTH LAMBETH RD PRACTICE,Sim
THE SOUTHALL MEDICAL CTR.,Sim
THE SPA SURGERY,Sim
THE SPALDING GP SURGERY,Sim
THE SPEEDWELL PRACTICE,Sim
THE SPINNEY MEDICAL CTR.,Sim
THE SPIRES HEALTH CENTRE,Sim
THE SPITALFIELDS PRACTICE,Sim
THE SPRINGFIELD SURGERY (BINGLEY),Sim
THE ST.CLEMENTS SURGERY,Sim
THE STANMORE MEDICAL CENTRE,Sim
THE STATHAM GROVE SURGERY,Sim
THE STATION PRACTICE,Sim
THE STAUNTON SURGERY,Sim
"THE STOKE ROAD SURGERY,",Sim
THE STONEBRIDGE PRACTICE,Sim
THE STONEDEAN PRACTICE,Sim
THE STRAND MEDICAL CENTRE,Sim
THE STREATFIELD MEDICAL CENTRE,Sim
THE STREATHAM HILL GROUP PRACTICE,Sim
THE STREET LANE PRACTICE,Sim
THE STROUDLEY WLK HTH CTR,Sim
THE SUMMERHILL SURGERY,Sim
THE SUMMITT PRACTICE,Sim
THE SUNFLOWER MEDICAL CENTRE,Sim
THE SURGERY,Sim
THE SURGERY (BARRETTS GROVE),Sim
THE SURGERY (BROOKE ROAD),Sim
THE SURGERY (CRANWICH ROAD),Sim
THE SURGERY - 48 MULGRAVE ROAD,Sim
THE SURGERY @ AYLESTONE,Sim
THE SURGERY AT WHEATBRIDGE,Sim
THE SURGERY CHORLEY,Sim
THE SURGERY CLIFTON ROAD,Sim
THE SURGERY KINGSTONE,Sim
"THE SURGERY, DR DASGUPTA & PARTNERS",Sim
"THE SURGERY, DR MANGWANA & PARTNERS",Sim
THE SURGERY-181 CARSHALTON ROAD,Sim
THE SURGERY-OSBORNE ROAD,Sim
THE SUTTON MANOR SURGERY,Sim
THE SWAN MEDICAL CENTRE,Sim
THE SWAN PRACTICE,Sim
THE SYMONDS GREEN HEALTH CENTRE,Sim
THE SYMONS MEDICAL CENTRE,Sim
THE THORNTON PRACTICE,Sim
THE THORPE PRACTICE,Sim
THE THREE ZERO SIX MEDICAL CENTRE,Sim
THE TICKHILL & COLLIERY MEDICAL PRACTICE,Sim
THE TOLLESBURY PRACTICE,Sim
THE TOWN CENTRE PRACTICE,Sim
THE TOWN SURGERY,Sim
THE TRINITY MEDICAL CENTRE,Sim
THE TRINITY MEDICAL PRACTICE,Sim
THE TUDOR HOUSE MEDICAL CENTRE,Sim
THE TUKE CENTRE,Sim
THE UNICITY MEDICAL CENTRE,Sim
THE UNIV OF NOTTINGHAM HEALTH SERV,Sim
THE UPLANDS MEDICAL PRACTICE,Sim
THE UPPINGHAM SURGERY,Sim
THE UPSTAIRS SURGERY,Sim
THE VALE PRACTICE,Sim
THE VALE SURGERY,Sim
THE VALKYRIE SURGERY,Sim
THE VALLANCE CENTRE,Sim
THE VALLEY MEDICAL CENTRE,Sim
THE VALLEYS MEDICAL PARTNERSHIP,Sim
THE VAUXHALL SURGERY,Sim
THE VERWOOD SURGERY,Sim
THE VICARAGE LANE SURGERY,Sim
THE VICTORIA SURGERY,Sim
THE VILLA STREET MEDICAL CENTRE,Sim
THE VILLAGE GREEN SURGERY,Sim
THE VILLAGE MEDICAL CENTRE,Sim
THE VILLAGE MEDICAL CTR,Sim
THE VILLAGE MEDICAL CTR.,Sim
THE VILLAGE MEDICAL CTRE,Sim
THE VILLAGE PRACTICE,Sim
THE VILLAGE SURGERIES CROSTON&ECCLESTON,Sim
THE VILLAGE SURGERIES GROUP,Sim
THE VILLAGE SURGERY,Sim
THE VILLAGE SURGERY FORMBY,Sim
THE VINE MEDICAL CENTRE,Sim
THE VINEYARD HILL ROAD SURGERY,Sim
THE VINEYARD SURGERY,Sim
THE WALL HOUSE SURGERY,Sim
THE WAND MEDICAL CENTRE,Sim
THE WAPPING GROUP PRACTICE,Sim
THE WARREN PRACTICE,Sim
THE WATERCRESS MEDICAL GROUP,Sim
THE WATERFIELD PRACTICE,Sim
THE WATERFRONT SURGERY,Sim
THE WATERLOO PRACTICE,Sim
THE WEARDALE PRACTICE,Sim
THE WEAVER VALE SURGERY,Sim
THE WEAVERHAM SURGERY,Sim
THE WEAVERS PRACTICE,Sim
THE WELBY PRACTICE,Sim
THE WELLBRIDGE PRACTICE,Sim
THE WELLCOME PRACTICE,Sim
THE WELLINGTON PRACTICE,Sim
THE WELLS MEDICAL PRACTICE,Sim
THE WELLSPRING SURGERY,Sim
THE WEMBLEY PRACTICE,Sim
THE WESTBOURNE GREEN SURGERY,Sim
THE WESTGATE PRACTICE,Sim
THE WESTWOOD SURGERY,Sim
THE WHITE HOUSE SURGERY,Sim
THE WHITEHORSE PRACTICE,Sim
THE WHITEHOUSE CENTRE,Sim
THE WHITSWOOD PRACTICE,Sim
THE WICK HEALTH CENTRE,Sim
THE WILLASTON SURGERY,Sim
THE WILLESDEN MEDICAL CENTRE,Sim
THE WILLOW GROUP,Sim
THE WILLOWS MEDICAL CENTRE,Sim
THE WILLOWS MEDICAL CTR.,Sim
THE WILLOWS MEDICAL PRACTICE,Sim
THE WILLOWS PRACTICE,Sim
THE WILSDEN MEDICAL PRACTICE,Sim
THE WINDMILL PRACTICE,Sim
THE WOLDS VIEW PRIMARY CARE CENTRE,Sim
THE WOODBERRY PRACTICE,Sim
THE WOODLAND MEDICAL PRACTICE,Sim
THE WOOTTONS SURGERY,Sim
THE WRAGBY SURGERY,Sim
THE WRITTLE SURGERY,Sim
THE WRYTHE GREEN SURGERY,Sim
THE WYCLIFFE MEDICAL PRACTICE,Sim
THE YELLOW PRACTICE,Sim
THE YORK MEDICAL PRACTICE,Sim
THEALE MEDICAL CENTRE,Sim
THEATRE ROYAL SURGERY,Sim
THEOBALD MEDICAL CENTRE,Sim
THGPCG SERVICE OOH,Sim
THIRD AVENUE HEALTH CENTRE,Sim
THIRD FLOOR LANARK ROAD MEDICAL CENTRE,Sim
THIRSK DOCTORS SURGERY,Sim
THISTLEMOOR MEDICAL CENTRE,Sim
THOMAS LINACRE MEDICAL,Sim
THOMAS LINACRE SPECIALIST,Sim
THOMAS LINACRE SURGICAL,Sim
THOMAS WALKER WESTGATE HEALTHCARE,Sim
THORKHILL SURGERY,Sim
THORNABY & BARWICK MEDICAL GROUP,Sim
THORNBROOK SURGERY,Sim
THORNBURY HEALTH CENTRE - BURNEY,Sim
THORNBURY MEDICAL PRACTICE,Sim
THORNBURY ROAD CENTRE FOR HEALTH,Sim
THORNDIKE PARTNERSHIP,Sim
THORNE MOOR MEDICAL PRACTICE,Sim
THORNELOE LODGE SURGERY,Sim
THORNFIELD MEDICAL GROUP,Sim
THORNHILL LEES MEDICAL CENTRE,Sim
THORNHILLS MEDICAL PRACTICE,Sim
THORNLEY STREET SURGERY,Sim
THORNS ROAD SURGERY,Sim
THORNTON & DENHOLME MEDICAL PRACTICE,Sim
THORNTON & VALLEY PARK SURGERY,Sim
THORNTON HEATH HEALTH CENTRE,Sim
THORNTON LODGE SURGERY,Sim
THORNTON MEDICAL CENTRE,Sim
THORNTON SURGERY,Sim
THORNTREE SURGERY,Sim
THORPE BAY & SHAFTESBURY AVE SURGERY,Sim
THORPE HESLEY SURGERY,Sim
THORPE ROAD,Sim
THORPE SURGERY,Sim
THORPEWOOD MEDICAL GROUP,Sim
THREE CHEQUERS MEDICAL PRACTICE,Sim
THREE SHIRES MEDICAL PRACTICE,Sim
THREE SPIRES MEDICAL PRACTICE,Sim
THREE VILLAGES MEDICAL PRACTICE,Sim
THREEWAYS SURGERY,Sim
THROCKLEY PRIMARY CARE CENTRE,Sim
THURLEIGH ROAD PRACTICE,Sim
THURMASTON HEALTH CENTRE,Sim
THURROCK HEALTH CENTRE,Sim
THURROCK HEALTH HUBS,Sim
THURSBY SURGERY,Sim
TIER 2 RHEUMATOLOGY SERVICE,Sim
TIEVE TARA,Sim
TILBURY HEALTH CENTRE,Sim
TILE HOUSE SURGERY,Sim
TILEHURST SURGERY PARTNERSHIP,Sim
TILEHURST VILLAGE SURGERY,Sim
TIMPERLEY HEALTH CENTRE (WESTWOOD),Sim
TINKERS LANE SURGERY,Sim
TIPTREE MEDICAL CENTRE,Sim
TISBURY SURGERY,Sim
TISSUE VIABILITY,Sim
TISSUE VIABILITY EAST,Sim
TISSUE VIABILITY NURSING SERVICE,Sim
TISSUE VIABILITY SERVICE,Sim
TIVERTON GP-LED MINOR INJURIES UNIT,Sim
TODDINGTON MEDICAL CENTRE,Sim
TODMORDEN GROUP PRACTICE,Sim
TOFTWOOD MEDICAL CENTRE,Sim
TOGETHER DRUG & ALCOHOL SERVICE - EEM,Sim
TOGETHER DRUG & ALCOHOL SERVICE - NORTH,Sim
TOGETHER DRUG & ALCOHOL SERVICE - SOUTH,Sim
TOGETHER FIRST,Sim
TOLLERTON SURGERY,Sim
TOLLGATE HEALTH CENTRE,Sim
TOLLGATE MEDICAL CENTRE,Sim
TOLSEY SURGERY,Sim
TONBRIDGE MEDICAL GROUP,Sim
TONG MEDICAL PRACTICE,Sim
TONGE FOLD HEALTH CENTRE,Sim
TOOTING BEC SURGERY,Sim
TOOTING SOUTH MEDICAL CENTRE,Sim
TOPCLIFFE SURGERY,Sim
TOPSHAM SURGERY,Sim
TORBAY AND SOUTHERN DHCT,Sim
TORBAY NMP SPECIALIST,Sim
TORBAY PCT OUT OF HOURS,Sim
TORCROSS MEDICAL CENTRE,Sim
TORKARD HILL MEDICAL CTRE,Sim
TORQUAY CARE HOME VISITING SERVICE,Sim
TORRIDON ROAD MEDICAL PRACTICE,Sim
TORRINGTON HEALTH CENTRE,Sim
TORRINGTON PARK GROUP PRACTICE,Sim
TOTTENHAM HALE MEDICAL PRACTICE,Sim
TOTTENHAM HEALTH CENTRE,Sim
TOTTON EUPCS,Sim
TOWCESTER MEDICAL CENTRE,Sim
TOWER FAMILY HEALTHCARE,Sim
TOWER HAMLETS SERVICE OOH,Sim
TOWER HILL PARTNERSHIP,Sim
TOWER HOUSE PRACTICE,Sim
TOWER HOUSE SURGERY,Sim
TOWN HALL SURGERY,Sim
TOWN MEDICAL CENTRE,Sim
TOWN SURGERY,Sim
TOWNFIELD DOCTORS SURGERY,Sim
TOWNFIELD HEALTH CENTRE,Sim
TOWNHEAD SURGERY,Sim
TOWNHILL MEDICAL PRACTICE,Sim
TOWNSEND HOUSE MEDICAL CENTRE,Sim
TOWNSEND MEDICAL CENTRE,Sim
TOWNSIDE SURGERY,Sim
TRAFALGAR MEDICAL GROUP PRACTICE,Sim
TRAFALGAR SURGERY,Sim
TRAFFORD HEALTH CENTRE WIC,Sim
TRAFFORD MASTERCALL OOH,Sim
TRAMWAYS AND MIDDLEWOOD MEDICAL CENTRES,Sim
TRAMWAYS MEDICAL CENTRE (O'CONNELL),Sim
TREDEGAR PRACTICE,Sim
TREETON MEDICAL CENTRE,Sim
TREGENNA GROUP PRACTICE,Sim
TRENT MEADOWS,Sim
TRENT VALE MEDICAL PRACTICE,Sim
TRENT VALLEY SURGERY,Sim
TRENT VIEW MEDICAL PRACTICE,Sim
TRENTHAM MEDICAL CENTRE,Sim
TRENTHAM MEWS MEDICAL CENTRE,Sim
TRENTSIDE MEDICAL GROUP,Sim
TRESCOBEAS SURGERY,Sim
TRI-LINKS MEDICAL PRACTICE,Sim
TRIANGLE GROUP PRACTICE,Sim
TRIANGLE SURGERY,Sim
TRINITY & BOWTHORPE MEDICAL PRACTICE,Sim
TRINITY COURT SURGERY,Sim
TRINITY HOSPICE,Sim
TRINITY MEDICAL CENTRE,Sim
TRINITY SURGERY,Sim
TRIVENI PMS,Sim
TROWBRIDGE HEALTH CENTRE,Sim
TROWBRIDGE PRACTICE,Sim
TRUMPINGTON STREET MEDICAL PRACTICE,Sim
TRUST PRIMARY CARE DERMATOLOGY,Sim
TUDOR HOUSE MEDICAL PRACTICE,Sim
TUDOR LODGE HEALTH CENTRE,Sim
TUDOR LODGE SURGERY,Sim
TUDOR MEDICAL CENTRE,Sim
TUDOR PRACTICE STOCKLAND GREEN,Sim
TUDOR SURGERY,Sim
TUDOR WAY SURGERY,Sim
TULASI MEDICAL CENTRE,Sim
TUNSTALL PRIMARY CARE CENTRE,Sim
TURNER ROAD SURGERY,Sim
TURNING POINT (IMPACT),Sim
TURNING POINT - H&CRS (HACKNEY),Sim
TURNING POINT - HEREFORDSHIRE,Sim
TURNING POINT CHIPPENHAM,Sim
TURNING POINT LEICESTER CITY,Sim
TURNING POINT LEICESTERSHRE COUNTY,Sim
TURNING POINT MEDWAY,Sim
TURNING POINT SALISBURY,Sim
TURNING POINT SMITHFIELD SERVICE,Sim
TURNING POINT SOMERSET,Sim
TURNING POINT TROWBRIDGE,Sim
TUTBURY HEALTH CENTRE,Sim
TUXFORD MEDICAL CENTRE,Sim
TWICKENHAM PARK MEDICAL CENTRE,Sim
TWICKENHAM PARK SURGERY,Sim
TWIN OAKS MEDICAL CENTRE,Sim
TWO RIVERS MEDICAL CENTRE,Sim
TWYFORD SURGERY,Sim
TYNEMOUTH MEDICAL PRACTICE,Sim
TYNTESFIELD MEDICAL GROUP,Sim
UC24 - LIVERPOOL EXTENDED ACCESS SERVICE,Sim
"UCC, H&F CENTRES FOR HEALTH",Sim
UEA MEDICAL CENTRE,Sim
UHMB COMMUNITY NMP,Sim
UHSM COMMUNITY SERVICES,Sim
ULLAH M,Sim
ULVERSTON COMMUNITY HEALTH CENTRE,Sim
ULVERSTON HEALTH CENTRE (MURRAY),Sim
UNDERCLIFFE SURGERY,Sim
UNDERWOOD SURGERY,Sim
UNIDENTIFIED DOCTORS,Sim
UNION BRAE & NORHAM PRAC,Sim
UNITY HEALTH,Sim
UNITY HEALTHCARE,Sim
UNITY SURGERY,Sim
UNIVERSITY HEALTH CENTRE,Sim
UNIVERSITY HEALTH SERVICE,Sim
UNIVERSITY HEALTH SERVICE HEALTH CENTRE,Sim
UNIVERSITY MEDICAL CENTRE,Sim
UNIVERSITY MEDICAL GROUP,Sim
UNIVERSITY MEDICAL PRACTICE,Sim
UNIVERSITY OF SUSSEX HEALTH CENTRE,Sim
UNIVERSITY SOUTHGATE PRACTICE,Sim
UNSCHEDULED CARE SERVICE,Sim
UNSWORTH GROUP PRACTICE,Sim
UNSWORTH MEDICAL CENTRE,Sim
UPMINSTER BRIDGE SURGERY,Sim
UPMINSTER MEDICAL CENTRE,Sim
UPPER CANTERBURY ST SURGERY,Sim
UPPER EDEN MEDICAL PRACTICE,Sim
UPPER GORDON ROAD SURGERY,Sim
UPPER HALLIFORD MEDICAL CENTRE,Sim
UPPER LEA VALLEY EXT ACCESS HUB,Sim
UPPER NORWOOD GROUP PRACTICE,Sim
UPPER THAMES MEDICAL GROUP,Sim
UPPERTHORPE MEDICAL CENTRE,Sim
UPTON GROUP PRACTICE,Sim
UPTON LANE MEDICAL CENTRE,Sim
UPTON ROCKS PRIMARY CARE,Sim
UPTON VILLAGE SURGERY,Sim
UPWELL HEALTH CENTRE,Sim
UPWELL STREET SURGERY,Sim
URGENT CARE,Sim
URGENT CARE 24 ASYLUM,Sim
URGENT CARE 24 IMPROVED ACCESS ST HELENS,Sim
URGENT CARE CENTRE,Sim
URGENT CARE CENTRE (ERITH),Sim
URGENT CARE CENTRE (NELFT),Sim
URGENT CARE CENTRE (QMS),Sim
URGENT CARE CENTRE BISHOP AUCKLAND,Sim
URGENT CARE CENTRE DARLINGTON OOH,Sim
URGENT CARE CENTRE HRCH,Sim
URGENT CARE CENTRE NORTHWICK PARK HOSP,Sim
URGENT CARE CTR (FCMS) OOH,Sim
URGENT CARE HOME VISITING,Sim
URGENT GP CLINIC (LUTON),Sim
URGENT T/MENT CENTRE - FIENNES WIC & OOH,Sim
URGENT T/MENT CTR NEW CROSS WIC & OOH,Sim
URGENT TREATMENT CENTRE,Sim
URGENT TREATMENT CENTRE PP,Sim
URGENT TREATMENT CENTRE/MINOR INJURIES,Sim
URMSTON GROUP PRACTICE,Sim
UTTLESFORD HEALTH LIMITED DERMATOLOGY,Sim
UTTLESFORD HEALTH LIMITED GYNAECOLOGY,Sim
UXENDON CRESCENT SURGERY,Sim
VALE MEDICAL CENTRE,Sim
VALE OF RED HORSE,Sim
VALENS MEDICAL PARTNERSHIP,Sim
VALENTINE HEALTH PARTNERSHIP,Sim
VALENTINE MEDICAL CENTRE,Sim
VALLEY MEDICAL CENTRE,Sim
VALLEY ROAD SURGERY,Sim
VALLEY VIEW SURGERY,Sim
VANBRUGH GROUP PRACTICE,Sim
VASSALL MEDICAL CENTRE,Sim
VAUXHALL HEALTH CENTRE,Sim
VEL SURGERY,Sim
VENTNOR MEDICAL PRACTICE,Sim
VEOR SURGERY,Sim
VERITAS HEALTH CENTRE,Sim
VERNON PARK SURGERY,Sim
VERNON STREET MEDICAL CTR,Sim
VERNOVA HEALTHCARE CIC,Sim
VESPER ROAD,Sim
VESTA ROAD SURGERY,Sim
VHG MENTAL HEALTH FCP SERVICE BB,Sim
VICTOR STREET SURGERY,Sim
VICTORIA AND MAPPERLEY PRACTICE,Sim
VICTORIA CROSS SURGERY,Sim
VICTORIA MEDICAL CENTRE,Sim
VICTORIA MEDICAL CENTRE PMS PRACTICE,Sim
VICTORIA PARK HEALTH CENTRE,Sim
